id,rating,votes,service_rating,price,price_discount,url,Гарантия от производителя,Тип,Модель,Код производителя,Год релиза,Операционная система,Игровой ноутбук,Конструктивное исполнение,Цвет верхней крышки,Материал крышки,Материал корпуса,Раскладка клавиатуры,Цифровой блок клавиатуры,Подсветка клавиш,Тачпад,Сканер отпечатка пальца,Механическая клавиатура,Тип экрана,Диагональ экрана (дюйм),Разрешение экрана,Покрытие экрана,Сенсорный экран,Максимальная частота обновления экрана,Яркость,Плотность пикселей,Технология динамического обновления экрана,Модель процессора,Общее количество ядер,Количество производительных ядер,Количество энергоэффективных ядер,Максимальное число потоков,Частота процессора,Автоматическое увеличение частоты,Тип оперативной памяти,Объем оперативной памяти,Частота оперативной памяти,Вид графического ускорителя,Модель встроенной видеокарты,Модель дискретной видеокарты,Общий объем твердотельных накопителей (SSD),Общий объем жестких дисков (HDD),Объем накопителя eMMC,Веб-камера,Встроенный микрофон,Поддержка карт памяти кард-ридером,Оптический привод,Беспроводной интерфейс,Порт Ethernet,Видеоразъемы,Аудиоразъемы,Разъемы USB Type-A,Разъемы USB Type-C,Дополнительные интерфейсы,Thunderbolt,Поддержка USB Power Delivery,Тип аккумулятора,Емкость аккумулятора,Приблизительное время автономной работы,"Особенности, дополнительно",Комплектация,Глубина,Ширина,Толщина,Вес,Страна-производитель,Количество слотов под модули памяти,Максимальный объем памяти,Свободные слоты для оперативной памяти,Дополнительный дисплей,Версия видеоразъема,"Цвет, заявленный производителем",Поддержка TPM,Тип SSD диска,Гарантия от продавца,Цветовой охват,Выходная мощность адаптера питания,Скорость вращения шпинделя,Производитель видеочипа,Тип видеопамяти,Объем видеопамяти,Тактовая частота с ускорением,Расширенные возможности,HDR,Максимальное энергопотребление
ee85994d-22dc-40cd-84f3-bb734188e0c5,0.0,0,0.0,44799,44799,https://www.dns-shop.ru/product/ee85994d22dc8e0c/156-noutbuk-lenovo-v15-g2-itl-cernyj/,12 мес.,ноутбук,Lenovo V15 G2 ITL,[82NB001BEU],2021,без ОС,нет,классический,черный,пластик,пластик,английская,есть,нет,стандартный тачпад,нет,нет,TN+film,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,Intel Core i3-10110U,2,2,нет,4,2.1 ГГц,4.1 ГГц,DDR4,8 ГБ,3200 МГц,встроенный,Intel UHD Graphics,нет,256 ГБ,нет,нет,1 Мп (720p),есть,нет,нет,"WI-FI 5 (802.11ac), Bluetooth 5.0",LAN 1 Гбит/с,HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1",USB 3.2 Gen1,нет,нет,нет,Li-Pol,38 Вт*ч,5.5 ч,шторка веб-камеры,"документация, адаптер питания",235.8 мм,359.2 мм,19.9 мм,1.7 кг,,интегрированная + 1 слот,16 ГБ,1,нет,HDMI 1.4b,,есть,M.2 PCIe,,NTSC 45%,65 Вт,,,,,,,,
dbcfa512-03fd-11ed-8feb-00155d8ed209,0.0,0,0.0,44999,44999,https://www.dns-shop.ru/product/dbcfa51203fded20/14-noutbuk-asus-expertbook-b1400ceae-eb4023-cernyj/,,ноутбук,ASUS ExpertBook B1400CEAE-EB4023,[90NX0421-M00Y70],2021,без ОС,нет,классический,черный,алюминий,пластик,английская/русская,нет,нет,стандартный тачпад,нет,нет,IPS,"14""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,157 ppi,нет,Intel Core i3-1115G4,2,2,нет,4,3 ГГц,4.1 ГГц,DDR4,8 ГБ,3200 МГц,встроенный,Intel UHD Graphics,нет,256 ГБ,нет,нет,1 Мп (720p),есть,microSD,нет,"WI-FI 6 (802.11ax), Bluetooth 5.0",LAN 1 Гбит/с,"HDMI, VGA (D-Sub), USB Type-C",3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen2 x2",нет,,нет,есть,Li-Ion,42 Вт*ч,,"влагозащищенная клавиатура, шторка веб-камеры","документация, адаптер питания",215.6 мм,323.4 мм,19.2 мм,1.45 кг,,интегрированная + 1 слот,40 ГБ,1,,HDMI 1.4,,есть,M.2 PCIe,12 мес.,NTSC 45%,65 Вт,,,,,,,,
d7f0da3b-0f7b-11ec-8ede-00155d8ed20b,0.0,0,0.0,44999,44999,https://www.dns-shop.ru/product/d7f0da3b0f7bed20/14-noutbuk-asus-vivobook-14-f413ja-ek604t-cernyj/,,ноутбук,ASUS VivoBook 14 F413JA-EK604T,[90NB0RC7-M08770],2021,Windows 10 Home Single Language,нет,классический,черный,пластик,пластик,английская/русская,нет,нет,стандартный тачпад,нет,нет,IPS,"14""",Full HD (1920x1080),матовое,нет,60 Гц,220 Кд/м²,157 ppi,нет,Intel Core i3-1005G1,2,2,нет,4,1.2 ГГц,3.4 ГГц,DDR4,8 ГБ,3200 МГц,встроенный,Intel UHD Graphics,нет,512 ГБ,нет,нет,1 Мп (720p),нет,microSD,нет,"WI-FI 6 (802.11ax), Bluetooth 5.0",нет,HDMI,3.5 мм jack (микрофон/аудио),"USB 3.2 Gen1, USB 2.0 x2",USB 3.2 Gen1,нет,нет,нет,Li-Ion,42 Вт*ч,,сверхтонкая рамка экрана Nanoedge,"документация, адаптер питания",215 мм,324 мм,19.1 мм,1.4 кг,,интегрированная,8 ГБ,нет,,,,есть,M.2 PCIe,12 мес.,NTSC 45%,45 Вт,,,,,,Intel Optane 32GB,,
81c350ea-6195-11ed-9053-00155d8ed20b,0.0,0,0.0,49999,44999,https://www.dns-shop.ru/product/81c350ea6195ed20/14-noutbuk-infinix-inbook-x2-xl23-zelenyj/,24 мес.,ноутбук,Infinix InBook X2 XL23,,2022,Windows 11 Home,нет,классический,зеленый,алюминий,алюминий,английская/русская,нет,одноцветная (белая),стандартный тачпад,нет,нет,IPS,"14""",Full HD (1920x1080),матовое,нет,60 Гц,300 Кд/м²,157 ppi,нет,Intel Core i5-1155G7,4,4,нет,8,2.5 ГГц,4.5 ГГц,LPDDR4x,8 ГБ,,встроенный,Intel Iris Xe Graphics,нет,512 ГБ,нет,нет,1 Мп (720p),есть,microSD,нет,"WI-FI 5 (802.11ac), Bluetooth 5.1",нет,"HDMI, USB Type-C",3.5 мм jack (микрофон/аудио),USB 3.2 Gen1 x2,"USB 3.2 Gen1, USB 2.0",нет,нет,есть,Li-Pol,50 Вт*ч,,,"документация, адаптер питания",211.1 мм,323.3 мм,14.8 мм,1.24 кг,,интегрированная,8 ГБ,нет,нет,HDMI 1.4,Green,есть,M.2 PCIe,,sRGB 100%,45 Вт,,,,,,,,
dfcd3980-6193-11ed-9053-00155d8ed20b,0.0,0,0.0,49999,44999,https://www.dns-shop.ru/product/dfcd39806193ed20/14-noutbuk-infinix-inbook-x2-xl23-seryj/,24 мес.,ноутбук,Infinix InBook X2 XL23,,2022,Windows 11 Home,нет,классический,серый,алюминий,алюминий,английская/русская,нет,одноцветная (белая),стандартный тачпад,нет,нет,IPS,"14""",Full HD (1920x1080),матовое,нет,60 Гц,300 Кд/м²,157 ppi,нет,Intel Core i5-1155G7,4,4,нет,8,2.5 ГГц,4.5 ГГц,LPDDR4x,8 ГБ,,встроенный,Intel Iris Xe Graphics,нет,512 ГБ,нет,нет,1 Мп (720p),есть,microSD,нет,"WI-FI 5 (802.11ac), Bluetooth 5.1",нет,"HDMI, USB Type-C",3.5 мм jack (микрофон/аудио),USB 3.2 Gen1 x2,"USB 3.2 Gen1, USB 2.0",нет,нет,есть,Li-Pol,50 Вт*ч,,,"документация, адаптер питания",211.1 мм,323.3 мм,14.8 мм,1.24 кг,,интегрированная,8 ГБ,нет,нет,HDMI 1.4,Grey,есть,M.2 PCIe,,sRGB 100%,45 Вт,,,,,,,,
9f667bf1-03fd-11ed-8feb-00155d8ed209,5.0,3,100.0,44999,44999,https://www.dns-shop.ru/product/9f667bf103fded20/156-noutbuk-asus-expertbook-p1-p1512cea-bq0164-seryj/,,ноутбук,ASUS ExpertBook P1 P1512CEA-BQ0164,[90NX05E1-M005X0],2022,без ОС,нет,классический,серый,пластик,пластик,английская/русская,есть,нет,стандартный тачпад,нет,нет,TN+film,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,,141 ppi,нет,Intel Core i3-1115G4,2,2,нет,4,3 ГГц,4.1 ГГц,DDR4,8 ГБ,3200 МГц,встроенный,Intel UHD Graphics,нет,512 ГБ,нет,нет,1 Мп (720p),есть,нет,нет,"WI-FI 5 (802.11ac), Bluetooth 5.1",нет,HDMI,3.5 мм jack (микрофон/аудио),"USB 3.2 Gen1, USB 2.0 x2",USB 3.2 Gen1,,нет,есть,Li-Ion,37 Вт*ч,5 ч,,"документация, адаптер питания",234.9 мм,360.2 мм,19.9 мм,1.8 кг,,интегрированная + 1 слот,8 ГБ,,,HDMI 1.4,,есть,M.2 PCIe,12 мес.,NTSC 45%,45 Вт,,,,,,,,
eeb1d6ac-0f7b-11ec-8ede-00155d8ed20b,4.5,24,99.77,44999,44999,https://www.dns-shop.ru/product/eeb1d6ac0f7bed20/156-noutbuk-asus-vivobook-15-f513ea-bq2372-cernyj/,12 мес.,ноутбук,ASUS VivoBook 15 F513EA-BQ2372,[90NB0SG4-M36350],2021,без ОС,нет,классический,черный,пластик,пластик,английская/русская,есть,одноцветная (белая),стандартный тачпад,нет,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,Intel Core i3-1115G4,2,2,нет,4,3 ГГц,4.1 ГГц,DDR4,8 ГБ,3200 МГц,встроенный,Intel UHD Graphics,нет,512 ГБ,нет,нет,1 Мп (720p),есть,microSD,нет,"WI-FI 6 (802.11ax), Bluetooth 5.0",нет,HDMI,3.5 мм jack (аудио),"USB 3.2 Gen1, USB 2.0 x2",USB 3.2 Gen1,нет,нет,нет,Li-Ion,42 Вт*ч,,,"документация, адаптер питания",235 мм,359 мм,19.9 мм,1.8 кг,,интегрированная + 1 слот,16 ГБ,1,,HDMI 1.4,,есть,M.2 PCIe,,NTSC 45%,65 Вт,,,,,,,,
f6d477a0-0f7b-11ec-8ede-00155d8ed20b,4.0,9,98.9,44999,44999,https://www.dns-shop.ru/product/f6d477a00f7bed20/156-noutbuk-asus-vivobook-15-f513ea-bq2396w-cernyj/,,ноутбук,ASUS VivoBook 15 F513EA-BQ2396W,[90NB0SG4-M38590],2021,Windows 11 Home Single Language,нет,классический,черный,пластик,пластик,английская/русская,есть,нет,стандартный тачпад,нет,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,Intel Core i3-1115G4,2,2,нет,4,3 ГГц,4.1 ГГц,DDR4,8 ГБ,3200 МГц,встроенный,Intel UHD Graphics,нет,256 ГБ,нет,нет,1 Мп (720p),есть,microSD,нет,"WI-FI 6 (802.11ax), Bluetooth 5.0",нет,HDMI,3.5 мм jack (аудио),"USB 3.2 Gen1, USB 2.0 x2",USB 3.2 Gen1,нет,нет,нет,Li-Ion,42 Вт*ч,,,"документация, адаптер питания",235 мм,359 мм,19.9 мм,1.8 кг,,интегрированная + 1 слот,16 ГБ,1,,HDMI 1.4,,есть,M.2 PCIe,12 мес.,NTSC 45%,65 Вт,,,,,,,,
fed92d69-0f7b-11ec-8ede-00155d8ed20b,0.0,0,0.0,44999,44999,https://www.dns-shop.ru/product/fed92d690f7bed20/156-noutbuk-asus-vivobook-15-f513ea-bq2398-sinij/,,ноутбук,ASUS VivoBook 15 F513EA-BQ2398,[90NB0SG6-M36850],2021,без ОС,нет,классический,синий,пластик,пластик,английская/русская,есть,одноцветная (белая),стандартный тачпад,нет,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,Intel Core i3-1115G4,2,2,нет,4,3 ГГц,4.1 ГГц,DDR4,8 ГБ,3200 МГц,встроенный,Intel UHD Graphics,нет,512 ГБ,нет,нет,1 Мп (720p),есть,microSD,нет,WI-FI 6 (802.11ax),нет,HDMI,3.5 мм jack (аудио),"USB 3.2 Gen1, USB 2.0 x2",USB 3.2 Gen1,,нет,нет,Li-Ion,42 Вт*ч,,,"документация, адаптер питания",235 мм,359 мм,19.9 мм,1.8 кг,,интегрированная + 1 слот,16 ГБ,1,нет,HDMI 1.4,,,M.2 PCIe,12 мес.,NTSC 45%,65 Вт,,,,,,,,
73a927a7-78f0-11ec-8f62-00155d8ed20b,4.5,80,99.28,44999,44999,https://www.dns-shop.ru/product/73a927a778f0ed20/156-noutbuk-acer-aspire-3-a315-23-r3zb-cernyj/,12 мес.,ноутбук,Acer Aspire 3 A315-23-R3ZB,[NX.HVTER.02Y],2021,без ОС,нет,классический,черный,пластик,пластик,английская/русская,есть,нет,стандартный тачпад,нет,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,AMD Ryzen 5 3500U,4,4,нет,8,2.1 ГГц,3.7 ГГц,DDR4,8 ГБ,2400 МГц,встроенный,AMD Radeon Graphics,нет,256 ГБ,нет,нет,0.3 Мп (480p),есть,нет,нет,"WI-FI 5 (802.11ac), Bluetooth 4.0",LAN 1 Гбит/с,HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1 x2",нет,нет,нет,нет,Li-Ion,4810 мА*ч,9 ч,,"документация, адаптер питания",250.5 мм,363.4 мм,19.9 мм,1.9 кг,,интегрированная + 1 слот,,,,HDMI 1.4,,есть,M.2 PCIe,,NTSC 45%,45 Вт,,,,,,,,
c1d19c1b-b392-11eb-a22b-00155d42eb09,4.5,16,99.51,44999,44999,https://www.dns-shop.ru/product/c1d19c1bb3922eb0/156-noutbuk-acer-extensa-15ex215-22-r842-cernyj/,12 мес.,ноутбук,Acer Extensa 15EX215-22-R842,[NX.EG9ER.00C],2020,без ОС,нет,классический,черный,пластик,пластик,английская/русская,есть,нет,стандартный тачпад,нет,нет,TN+film,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,220 Кд/м²,141 ppi,нет,AMD Ryzen 5 3500U,4,4,нет,8,2.1 ГГц,3.7 ГГц,DDR4,8 ГБ,,встроенный,AMD Radeon Vega 8,нет,256 ГБ,нет,нет,1 Мп (720p),есть,нет,нет,"WI-FI 5 (802.11ac), Bluetooth 4.2",LAN 1 Гбит/с,HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1 x2",нет,нет,нет,нет,Li-Ion,36 Вт*ч,9 ч,,"документация, адаптер питания",250.5 мм,363.4 мм,19.9 мм,1.9 кг,,интегрированная + 1 слот,12 ГБ,нет,,,,есть,M.2 PCIe,,,45 Вт,,,,,,,,
93c0d79b-1463-11ed-8ffb-00155d8ed20b,4.0,5,98.72,44999,44999,https://www.dns-shop.ru/product/93c0d79b1463ed20/156-noutbuk-chuwi-corebook-xpro-seryj/,12 мес.,ноутбук,Chuwi CoreBook XPro,,2022,Windows 11 Home Single Language,нет,классический,серый,алюминий,алюминий,английская/русская,есть,одноцветная (белая),стандартный тачпад,нет,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,Intel Core i5-10210U,4,4,нет,8,1.6 ГГц,4.2 ГГц,DDR4,8 ГБ,2666 МГц,встроенный,Intel UHD Graphics,нет,512 ГБ,нет,нет,1 Мп (720p),есть,SD,нет,"WI-FI 5 (802.11ac), Bluetooth 4.2",LAN 1 Гбит/с,micro HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1 x2",USB 3.2 Gen1,нет,нет,нет,Li-Ion,69.993 Вт*ч,6 ч,шторка веб-камеры,"документация, адаптер питания",241.5 мм,359.4 мм,17.9 мм,1.78 кг,,,,,нет,HDMI 1.4,,есть,M.2 PCIe,,NTSC 45%,,,,,,,,,
c3602a99-38af-11ed-9020-00155d8ed20b,0.0,0,0.0,44999,44999,https://www.dns-shop.ru/product/c3602a9938afed20/156-noutbuk-hp-250-g8-serebristyj/,12 мес.,ноутбук,HP 250 G8,[3V5P3ЕA],2022,без ОС,нет,классический,серебристый,пластик,пластик,английская/русская,есть,нет,стандартный тачпад,нет,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,Intel Core i3-1115G4,2,2,нет,4,3 ГГц,4.1 ГГц,DDR4,8 ГБ,2666 МГц,встроенный,Intel HD Graphics,нет,256 ГБ,нет,нет,1 Мп (720p),есть,SD,нет,"WI-FI 5 (802.11ac), Bluetooth 5.0",LAN 1 Гбит/с,HDMI,3.5 мм jack (микрофон/аудио),USB 3.2 Gen1 x2,USB 3.2 Gen1,нет,нет,нет,Li-Ion,41 Вт*ч,,,"документация, адаптер питания",242 мм,358 мм,19.9 мм,1.74 кг,,2,32 ГБ,1,нет,HDMI 1.4b,,есть,M.2 PCIe,,NTSC 45%,45 Вт,,,,,,,,
e2d136f8-fda7-11ec-8fe5-00155d8ed20b,4.5,20,98.5,49999,44999,https://www.dns-shop.ru/product/e2d136f8fda7ed20/156-noutbuk-lenovo-ideapad-3-15itl6-serebristyj/,,ноутбук,Lenovo IdeaPad 3 15ITL6,[82H801QYRK],2021,без ОС,нет,классический,серебристый,пластик,пластик,английская/русская,есть,нет,стандартный тачпад,нет,нет,TN+film,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,Intel Core i5-1135G7,4,4,нет,8,2.4 ГГц,4.2 ГГц,DDR4,8 ГБ,3200 МГц,дискретный и встроенный,Intel Iris Xe Graphics,GeForce MX350,нет,1000 ГБ,нет,1 Мп (720p),есть,нет,нет,"WI-FI 5 (802.11ac), Bluetooth 5.0",нет,HDMI,3.5 мм jack (микрофон/аудио),USB 3.2 Gen1 x2,USB 3.2 Gen1,нет,нет,нет,Li-Pol,36 Вт*ч,8.5 ч,шторка веб-камеры,"документация, адаптер питания",236 мм,359 мм,19.9 мм,1.7 кг,,интегрированная + 1 слот,12 ГБ,нет,,HDMI 1.4,,есть,,12 мес.,,65 Вт,,NVIDIA,GDDR5,2 ГБ,,,,
e2461115-eba7-11ec-8fd3-00155d8ed20b,4.5,78,99.77,52999,44999,https://www.dns-shop.ru/product/e2461115eba7ed20/156-noutbuk-msi-modern-15-b5m-002ru-cernyj/,12 мес.,ноутбук,MSI Modern 15 B5M-002RU,[9S7-15HK12-002],2022,Windows 11 Home Single Language,нет,классический,черный,пластик,пластик,английская/русская,есть,одноцветная (белая),стандартный тачпад,нет,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,,141 ppi,нет,AMD Ryzen 5 5625U,6,6,нет,12,2.3 ГГц,4.3 ГГц,DDR4,8 ГБ,3200 МГц,встроенный,AMD Radeon Graphics,нет,256 ГБ,нет,нет,1 Мп (720p),есть,microSD,нет,"WI-FI 6E (802.11ax), Bluetooth 5.2",нет,HDMI,3.5 мм jack (микрофон/аудио),"USB 3.2 Gen2, USB 2.0 x2",USB 3.2 Gen2,,нет,есть,Li-Pol,39 Вт*ч,,,"документация, адаптер питания",241 мм,359 мм,19.9 мм,1.75 кг,,интегрированная,8 ГБ,нет,,,,есть,M.2 PCIe,,,,,,,,,,,
141d8d14-0f7c-11ec-8ede-00155d8ed20b,4.5,19,99.04,44999,44999,https://www.dns-shop.ru/product/141d8d140f7ced20/173-noutbuk-asus-vivobook-17-d712da-au169-serebristyj/,,ноутбук,ASUS VivoBook 17 D712DA-AU169,[90NB0PI1-M10260],2020,без ОС,нет,классический,серебристый,пластик,пластик,английская/русская,есть,нет,стандартный тачпад,нет,нет,IPS,"17.3""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,127 ppi,нет,AMD Ryzen 3 3250U,2,2,нет,4,2.6 ГГц,3.5 ГГц,DDR4,8 ГБ,2400 МГц,встроенный,AMD Radeon Graphics,нет,256 ГБ,нет,нет,1 Мп (720p),есть,microSD,нет,"WI-FI 5 (802.11ac), Bluetooth 4.1",нет,HDMI,3.5 мм jack (микрофон/аудио),"USB 3.2 Gen1, USB 2.0 x2",USB 3.2 Gen1,нет,нет,нет,Li-Ion,32 Вт*ч,,,"документация, адаптер питания",256 мм,406 мм,21.4 мм,2.3 кг,,интегрированная + 1 слот,16 ГБ,нет,,HDMI 1.4,,есть,M.2 PCIe,12 мес.,NTSC 45%,45 Вт,,,,,,,,
71c92c9b-5e1a-11ec-8f4a-00155d8ed20c,0.0,0,0.0,44999,44999,https://www.dns-shop.ru/product/71c92c9b5e1aed20/173-noutbuk-asus-vivobook-17-f712ja-bx665w-serebristyj/,,ноутбук,ASUS VivoBook 17 F712JA-BX665W,[90NB0SZ1-M00BF0],2021,Windows 11 Home Single Language,нет,классический,серебристый,пластик,пластик,английская/русская,есть,нет,стандартный тачпад,нет,нет,IPS,"17.3""",1600x900,матовое,нет,60 Гц,200 Кд/м²,106 ppi,нет,Intel Core i3-1005G1,2,2,нет,4,1.2 ГГц,3.4 ГГц,DDR4,8 ГБ,3200 МГц,встроенный,Intel UHD Graphics,нет,256 ГБ,нет,нет,1 Мп (720p),есть,microSD,нет,"WI-FI 5 (802.11ac), Bluetooth 4.1",нет,HDMI,3.5 мм jack (микрофон/аудио),"USB 3.2 Gen1, USB 2.0 x2",USB 3.2 Gen1,нет,нет,нет,Li-Ion,32 Вт*ч,5.5 ч,быстрая зарядка,"документация, адаптер питания",256 мм,406 мм,21.4 мм,2.3 кг,,интегрированная + 1 слот,16 ГБ,1,,HDMI 1.4,,есть,M.2 PCIe,12 мес.,NTSC 60%,45 Вт,,,,,,,,
253222e4-1c3f-11ed-9003-00155d8ed209,3.5,5,100.0,53499,45499,https://www.dns-shop.ru/product/253222e41c3fed20/156-noutbuk-msi-modern-15-b12m-210ru-cernyj/,12 мес.,ноутбук,MSI Modern 15 B12M-210RU,[9S7-15H112-210],2022,Windows 11 Home Single Language,нет,классический,черный,пластик,пластик,английская/русская,есть,одноцветная (белая),стандартный тачпад,нет,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,,141 ppi,нет,Intel Core i5-1235U,10,2,8,12,,4.4 ГГц,DDR4,8 ГБ,3200 МГц,встроенный,Intel Iris Xe Graphics,нет,256 ГБ,нет,нет,1 Мп (720p),есть,microSD,нет,"WI-FI 6 (802.11ax), Bluetooth 5.2",нет,HDMI,3.5 мм jack (микрофон/аудио),"USB 3.2 Gen2, USB 2.0 x2",USB 3.2 Gen2,нет,нет,есть,Li-Ion,39.3 Вт*ч,5.7 ч,,"документация, адаптер питания",241 мм,359 мм,19.9 мм,1.7 кг,,интегрированная,8 ГБ,нет,нет,HDMI 1.4,,есть,M.2 PCIe,,,65 Вт,,,,,,,,
f00a962b-74dc-11ec-8f5f-00155d8ed20b,4.5,232,99.51,45999,45999,https://www.dns-shop.ru/product/f00a962b74dced20/14-ultrabuk-msi-modern-14-b11mou-1051ru-seryj/,12 мес.,ультрабук,MSI Modern 14 B11MOU-1051RU,[9S7-14D334-1051],2021,Windows 11 Home Single Language,нет,классический,серый,алюминий,алюминий,английская/русская,нет,одноцветная (белая),стандартный тачпад,нет,нет,IPS,"14""",Full HD (1920x1080),матовое,нет,60 Гц,300 Кд/м²,157 ppi,нет,Intel Core i5-1155G7,4,4,нет,8,2.5 ГГц,4.5 ГГц,DDR4,8 ГБ,3200 МГц,встроенный,Intel Iris Xe Graphics,нет,256 ГБ,нет,нет,1 Мп (720p),есть,microSD,нет,"WI-FI 6 (802.11ax), Bluetooth 5.1",нет,"HDMI, USB Type-C",3.5 мм jack (микрофон/аудио),USB 3.2 Gen1 x2,USB 3.2 Gen2,нет,нет,нет,Li-Pol,39 Вт*ч,,,"документация, адаптер питания",220 мм,319 мм,16.9 мм,1.3 кг,,2,64 ГБ,1,,HDMI 2.0,,есть,M.2 PCIe,,,65 Вт,,,,,,,,
2ca021b3-0173-11ec-a2a6-00155dfc8232,4.5,21,99.53,45999,45999,https://www.dns-shop.ru/product/2ca021b30173c823/156-noutbuk-asus-expertbook-b1500ceae-bq1757-cernyj/,,ноутбук,ASUS ExpertBook B1500CEAE-BQ1757,[90NX0441-M21220],2021,без ОС,нет,классический,черный,алюминий,пластик,английская/русская,есть,нет,стандартный тачпад,есть,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,Intel Core i3-1115G4,2,2,нет,4,3 ГГц,4.1 ГГц,DDR4,8 ГБ,3200 МГц,встроенный,Intel UHD Graphics,нет,256 ГБ,нет,нет,1 Мп (720p),есть,microSD,нет,"WI-FI 6 (802.11ax), Bluetooth 5.0",LAN 1 Гбит/с,"HDMI, VGA (D-Sub), USB Type-C",3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen2 x2",USB4,нет,Thunderbolt 4,есть,Li-Ion,42 Вт*ч,,"влагозащищенная клавиатура, шторка веб-камеры","документация, адаптер питания",236.5 мм,358 мм,19.4 мм,1.73 кг,,интегрированная + 1 слот,40 ГБ,1,,HDMI 1.4,,есть,M.2 PCIe,12 мес.,NTSC 45%,65 Вт,,,,,,,,
15f25c51-ec41-11ec-8fd4-00155d8ed20b,4.5,345,99.7,49999,45999,https://www.dns-shop.ru/product/15f25c51ec41ed20/156-ultrabuk-huawei-matebook-d-15-bom-wdq9-serebristyj/,12 мес.,ультрабук,HUAWEI MateBook D 15 BoM-WDQ9,[53013JJX],2022,Windows 11 Home Single Language,нет,классический,серебристый,алюминий,алюминий,английская/русская,нет,,стандартный тачпад,,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,AMD Ryzen 5 5500U,6,6,нет,12,2.1 ГГц,4 ГГц,DDR4,8 ГБ,2666 МГц,встроенный,AMD Radeon Graphics,нет,256 ГБ,нет,нет,1 Мп (720p),есть,нет,нет,"WI-FI 5 (802.11ac), Bluetooth 5.0",нет,HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1",USB 3.2 Gen1,,нет,есть,Li-Pol,42 Вт*ч,7.4 ч,быстрая зарядка,"документация, адаптер питания",229.9 мм,357.8 мм,16.9 мм,1.56 кг,,интегрированная,8 ГБ,нет,,,,есть,M.2 PCIe,,NTSC 45%,65 Вт,,,,,,,,
38048fef-1c3f-11ed-9003-00155d8ed209,4.5,45,99.86,54999,46699,https://www.dns-shop.ru/product/38048fef1c3fed20/14-ultrabuk-msi-modern-14-c12m-229ru-cernyj/,12 мес.,ультрабук,MSI Modern 14 C12M-229RU,[9S7-14J112-229],2022,Windows 11 Home Single Language,нет,классический,черный,пластик,пластик,английская/русская,нет,одноцветная (белая),стандартный тачпад,нет,нет,IPS,"14""",Full HD (1920x1080),матовое,нет,60 Гц,,157 ppi,нет,Intel Core i5-1235U,10,2,8,12,,4.4 ГГц,DDR4,16 ГБ,3200 МГц,встроенный,Intel Iris Xe Graphics,нет,512 ГБ,нет,нет,1 Мп (720p),есть,microSD,нет,"WI-FI 6 (802.11ax), Bluetooth 5.2",нет,HDMI,3.5 мм jack (микрофон/аудио),"USB 3.2 Gen2, USB 2.0 x2",USB 3.2 Gen2,,нет,есть,Li-Pol,,7 ч,,"документация, адаптер питания",223 мм,319.9 мм,19.35 мм,1.4 кг,,интегрированная,16 ГБ,нет,нет,,,есть,M.2 PCIe,,,65 Вт,,,,,,,,
