rating,votes,service_rating,price,price_discount,warranty,type,model,model_id,release_year,operating_system,game_notebook,form_factor,cover_color,cover_material,body_material,keyboard_layout,numpad_layout,keyboard_backlight,touchpad,fingerprint,mech_keyboard,screen_type,screen_size,screen_res,screen_coat,screen_sensor,screen_frec,screen_bright,screen_ppi,screen_sync,cpu_model,cpu_core,cpu_core_productive,cpu_core_effective,cpu_thread,cpu_freq,cpu_accelerated,ram_type,ram_capacity,ram_freq,gpu_type,gpu_model_int,gpu_model_disc,ssd_volume,hdd_volume,emmc_volume,webcam,mic,card_type,optical_drive,wireless_interface,ethernet_port,video_port,audio_port,usb_type_a,usb_type_c,additional_interfaces,thunderbolt,usb_power_delivery,acc_type,acc_capacity,acc_time,features,specification,depth,width,height,weight,country_of_manufacturer,ram_slots,ram_max_volume,ram_free_slot,second_display,video_port_type,color_manufacturer,tpm_support,ssd_type,seller_warranty,screen_color_depth,adapter_output_power,hdd_spin_vel,gpu_manufacturer,video_type,gddr_volume,freq_with_acc,advanced_features,screen_hdr,power_consumption_max
0.0,0,0.0,62999,62999,24 мес.,ноутбук,Infinix InBook X2 XL23,,2022.0,Windows 11 Home,нет,классический,синий,алюминий,алюминий,английская/русская,нет,одноцветная (белая),стандартный тачпад,нет,нет,IPS,"14""",Full HD (1920x1080),матовое,нет,60 Гц,300 Кд/м²,157 ppi,нет,Intel Core i7-1195G7,4.0,4,нет,8,2.9 ГГц,5 ГГц,LPDDR4x,16 ГБ,,встроенный,Intel Iris Xe Graphics,нет,512 ГБ,нет,нет,1 Мп (720p),есть,microSD,нет,"WI-FI 5 (802.11ac), Bluetooth 5.1",нет,"HDMI, USB Type-C",3.5 мм jack (микрофон/аудио),USB 3.2 Gen1 x2,"USB 3.2 Gen1, USB 2.0",нет,нет,есть,Li-Pol,50 Вт*ч,,,"документация, адаптер питания",211.1 мм,323.3 мм,14.8 мм,1.24 кг,,интегрированная,16 ГБ,нет,нет,HDMI 1.4,Blue,есть,M.2 PCIe,,sRGB 100%,45 Вт,,,,,,,,
0.0,0,0.0,62999,62999,,ноутбук,ASUS ExpertBook B1500CEAE-BQ3245X,[90NX0441-M01BV0],2021.0,Windows 10 Pro,нет,классический,черный,алюминий,пластик,английская/русская,есть,нет,стандартный тачпад,нет,нет,TN+film,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,220 Кд/м²,141 ppi,нет,Intel Core i5-1135G7,4.0,4,нет,8,2.4 ГГц,4.2 ГГц,DDR4,8 ГБ,3200 МГц,встроенный,Intel UHD Graphics,нет,256 ГБ,нет,нет,1 Мп (720p),есть,microSD,нет,"WI-FI 6 (802.11ax), Bluetooth 5.2",LAN 1 Гбит/с,"HDMI, VGA (D-Sub), USB Type-C",3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen2 x2",USB4,,Thunderbolt 4,есть,Li-Ion,42 Вт*ч,6 ч,,"документация, адаптер питания",236.5 мм,358 мм,19.4 мм,1.73 кг,,интегрированная + 1 слот,40 ГБ,1,,"HDMI 1.4, DP 1.4",,есть,M.2 PCIe,12 мес.,,65 Вт,,,,,,,,
0.0,0,0.0,62999,62999,,ноутбук,ASUS ExpertBook B1500CEAE-EJ2556W,[90NX0441-M00C10],2022.0,Windows 11 Home Single Language,нет,классический,черный,алюминий,пластик,английская/русская,есть,нет,стандартный тачпад,есть,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,220 Кд/м²,141 ppi,нет,Intel Core i5-1135G7,4.0,4,нет,8,2.4 ГГц,4.2 ГГц,DDR4,8 ГБ,3200 МГц,встроенный,Intel Iris Xe Graphics,нет,512 ГБ,нет,нет,1 Мп (720p),есть,нет,нет,"WI-FI 6 (802.11ax), Bluetooth 5.2",LAN 1 Гбит/с,"HDMI, VGA (D-Sub), USB Type-C",3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen2 x2",нет,нет,нет,есть,Li-Ion,42 Вт*ч,,"влагозащищенная клавиатура, шторка веб-камеры","документация, адаптер питания",236.5 мм,358 мм,19.4 мм,1.73 кг,,интегрированная + 1 слот,40 ГБ,1,нет,HDMI 1.4,,есть,M.2 PCIe,12 мес.,NTSC 45%,65 Вт,,,,,,,,
0.0,0,0.0,62999,62999,12 мес.,ноутбук,ASUS VivoBook 15X OLED M1503QA-L1225,[90NB0Y91-M00BU0],2021.0,без ОС,нет,классический,синий,алюминий,алюминий,английская/русская,нет,одноцветная (белая),стандартный тачпад,нет,нет,OLED,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,600 Кд/м²,141 ppi,нет,AMD Ryzen 5 5600H,6.0,6,нет,12,3.3 ГГц,4.2 ГГц,LPDDR4x,16 ГБ,3200 МГц,встроенный,AMD Radeon Graphics,нет,512 ГБ,нет,нет,1 Мп (720p),есть,microSD,нет,"WI-FI 6 (802.11ax), Bluetooth 5.0",нет,HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1 x2",USB 3.2 Gen1,,нет,есть,Li-Ion,70 Вт*ч,,"раскрытие крышки на 180 градусов, быстрая зарядка, шторка веб-камеры","документация, адаптер питания",227.6 мм,356.8 мм,19.9 мм,1.7 кг,,интегрированная + 1 слот,16 ГБ,нет,,HDMI 1.4,,есть,M.2 PCIe,,DCI-P3 100%,90 Вт,,,,,,,VESA DisplayHDR 600 True Black,
5.0,1,0.0,62999,62999,,ноутбук,ASUS VivoBook PRO 15 OLED K3500PA-L1104W,[90NB0UU2-M03940],2021.0,Windows 11 Home Single Language,нет,классический,синий,алюминий,пластик,английская/русская,есть,одноцветная (белая),стандартный тачпад,нет,нет,OLED,"15.6""",Full HD (1920x1080),глянцевое,нет,60 Гц,600 Кд/м²,141 ppi,нет,Intel Core i5-11300H,4.0,4,нет,8,3.1 ГГц,4.4 ГГц,DDR4,8 ГБ,3200 МГц,встроенный,Intel Iris Xe Graphics,нет,256 ГБ,нет,нет,1 Мп (720p),есть,microSD,нет,"WI-FI 5 (802.11ac), Bluetooth 5.0",нет,"HDMI, USB Type-C",3.5 мм jack (микрофон/аудио),"USB 3.2 Gen1, USB 2.0 x2",USB4,нет,Thunderbolt 4,есть,Li-Ion,63 Вт*ч,,"быстрая зарядка, шторка веб-камеры, сверхтонкая рамка экрана Nanoedge",адаптер питания,235.3 мм,359.8 мм,18.9 мм,1.65 кг,,интегрированная,8 ГБ,нет,,HDMI 1.4,,есть,M.2 PCIe,12 мес.,DCI-P3 100%,65 Вт,,,,,,"Intel Optane 32GB, сертификат Pantone Validated",VESA DisplayHDR 600 True Black,
0.0,0,0.0,62999,62999,,ноутбук,ASUS VivoBook S15 S533EA-BN416W,[90NB0SF2-M002W0],2021.0,Windows 11 Home Single Language,нет,классический,красный,алюминий,алюминий,английская/русская,есть,одноцветная (белая),стандартный тачпад,,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,Intel Core i5-1135G7,4.0,4,нет,8,2.4 ГГц,4.2 ГГц,DDR4,8 ГБ,3200 МГц,встроенный,Intel Iris Xe Graphics,нет,512 ГБ,нет,нет,1 Мп (720p),есть,microSD,нет,"WI-FI 6 (802.11ax), Bluetooth 5.0",нет,"HDMI, USB Type-C",3.5 мм jack (микрофон/аудио),"USB 3.2 Gen1, USB 2.0 x2",USB 3.2 Gen1,нет,Thunderbolt 4,есть,Li-Pol,50 Вт*ч,4.5 ч,,"документация, адаптер питания",233.8 мм,359.8 мм,16.1 мм,1.8 кг,,интегрированная,8 ГБ,нет,,HDMI 1.4,,есть,M.2 PCIe,12 мес.,NTSC 45%,65 Вт,,,,,,,,
0.0,0,0.0,62999,62999,,ноутбук,ASUS VivoBook S15 S533EA-BN420W,[90NB0SF4-M003A0],2021.0,Windows 11 Home Single Language,нет,классический,белый,алюминий,алюминий,английская/русская,есть,одноцветная (белая),стандартный тачпад,,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,Intel Core i5-1135G7,4.0,4,нет,8,2.4 ГГц,4.2 ГГц,DDR4,8 ГБ,3200 МГц,встроенный,Intel Iris Xe Graphics,нет,512 ГБ,нет,нет,1 Мп (720p),есть,microSD,нет,"WI-FI 6 (802.11ax), Bluetooth 5.0",нет,"HDMI, USB Type-C",3.5 мм jack (микрофон/аудио),"USB 3.2 Gen1, USB 2.0 x2",,нет,Thunderbolt 4,есть,Li-Pol,50 Вт*ч,4.5 ч,,"документация, адаптер питания",233.8 мм,359.8 мм,16.1 мм,1.8 кг,,интегрированная,8 ГБ,нет,,HDMI 1.4,Dreamy White,есть,M.2 PCIe,12 мес.,NTSC 45%,65 Вт,,,,,,,,
4.0,7,99.73,66999,62999,12 мес.,ноутбук,Acer Aspire 5 A515-45G-R3X9,[NX.A8CER.00B],2021.0,Windows 11 Home,нет,классический,серебристый,алюминий,пластик,английская/русская,есть,одноцветная (белая),стандартный тачпад,нет,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,AMD Ryzen 7 5700U,8.0,8,нет,16,1.8 ГГц,4.3 ГГц,DDR4,8 ГБ,3200 МГц,дискретный и встроенный,AMD Radeon Graphics,Radeon RX 640,512 ГБ,нет,нет,1 Мп (720p),есть,нет,нет,"WI-FI 5 (802.11ac), Bluetooth 5.0",LAN 1 Гбит/с,HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1 x2",USB 3.2 Gen1,,нет,нет,Li-Ion,48 Вт*ч,10 ч,,"документация, адаптер питания",250.5 мм,363.4 мм,17.95 мм,1.8 кг,,интегрированная + 1 слот,24 ГБ,1,,,,есть,M.2 PCIe,,,45 Вт,,AMD,GDDR5,,,,,
0.0,0,0.0,66999,62999,12 мес.,ноутбук,Acer Aspire 7 A715-42G-R048,[NH.QBFER.002],2021.0,без ОС,нет,классический,черный,пластик,пластик,английская/русская,есть,одноцветная (белая),стандартный тачпад,есть,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,AMD Ryzen 5 5500U,6.0,6,нет,12,2.1 ГГц,4 ГГц,DDR4,8 ГБ,3200 МГц,дискретный и встроенный,AMD Radeon Graphics,GeForce GTX 1650,512 ГБ,нет,нет,1 Мп (720p),есть,нет,нет,"WI-FI 6 (802.11ax), Bluetooth 4.1",LAN 1 Гбит/с,HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1 x2",USB 3.2 Gen1,нет,нет,нет,Li-Ion,48 Вт*ч,8 ч,,"документация, адаптер питания",254.5 мм,363.4 мм,23.2 мм,2.15 кг,,2,32 ГБ,,,,,,M.2 PCIe,,NTSC 45%,135 Вт,,NVIDIA,GDDR6,4 ГБ,,,,
0.0,0,0.0,63499,63499,12 мес.,ноутбук,Hiper DZEN MTL1569,[X1D1481S],2022.0,без ОС,нет,классический,серый,алюминий,алюминий/пластик,английская/русская,есть,одноцветная (белая),стандартный тачпад,нет,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,Intel Core i5-1135G7,4.0,4,нет,8,2.4 ГГц,4.2 ГГц,DDR4,16 ГБ,2666 МГц,встроенный,Intel Iris Xe Graphics,нет,512 ГБ,нет,нет,2 Мп (1080p),есть,microSD,нет,"WI-FI 5 (802.11ac), Bluetooth 4.2",LAN 1 Гбит/с,"HDMI, USB Type-C",3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1 x2",USB 3.2 Gen1,нет,нет,есть,Li-Ion,5700 мА*ч,,раскрытие крышки на 180 градусов,"документация, адаптер питания",229.3 мм,358.8 мм,21.4 мм,1.7 кг,,2,64 ГБ,1,нет,"HDMI 2.0, DP 1.4",серый,есть,M.2 SATA,,NTSC 45%,65 Вт,,,,,,,,
0.0,0,0.0,64299,64299,12 мес.,ноутбук,Lenovo ThinkBook 15 G2 ITL,[20VE0094RU],2021.0,без ОС,нет,классический,серый,алюминий,пластик,английская/русская,есть,одноцветная (белая),стандартный тачпад,есть,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,Intel Core i3-1115G4,2.0,2,нет,4,3 ГГц,4.1 ГГц,DDR4,8 ГБ,3200 МГц,встроенный,Intel UHD Graphics,нет,512 ГБ,нет,нет,1 Мп (720p),есть,"SD, MMC",нет,"WI-FI 6 (802.11ax), Bluetooth 5.1",LAN 1 Гбит/с,"HDMI, USB Type-C x2",3.5 мм jack (микрофон/аудио),USB 3.2 Gen1 x2,нет,,Thunderbolt 4,есть,Li-Pol,45 Вт*ч,6 ч,"раскрытие крышки на 180 градусов, шторка веб-камеры","документация, адаптер питания",235 мм,357 мм,18.9 мм,1.7 кг,,интегрированная + 1 слот,40 ГБ,1,,"HDMI 1.4b, DP 1.4",,есть,M.2 PCIe,,NTSC 45%,65 Вт,,,,,,,,
0.0,0,0.0,64799,64799,12 мес.,ноутбук,Hiper DZEN MTL1569,[X1U1481S],2022.0,Windows 10 Pro,нет,классический,серый,алюминий,алюминий/пластик,английская/русская,есть,одноцветная (белая),стандартный тачпад,нет,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,Intel Core i5-1135G7,4.0,4,нет,8,2.4 ГГц,4.2 ГГц,DDR4,16 ГБ,2666 МГц,встроенный,Intel Iris Xe Graphics,нет,512 ГБ,нет,нет,2 Мп (1080p),есть,microSD,нет,"WI-FI 5 (802.11ac), Bluetooth 4.2",LAN 1 Гбит/с,"HDMI, USB Type-C",3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1 x2",USB 3.2 Gen1,нет,нет,есть,Li-Ion,5700 мА*ч,,раскрытие крышки на 180 градусов,"документация, адаптер питания",229.3 мм,358.8 мм,21.4 мм,1.7 кг,,2,64 ГБ,1,нет,"HDMI 2.0, DP 1.4",серый,есть,M.2 SATA,,NTSC 45%,65 Вт,,,,,,,,
0.0,0,0.0,64799,64799,12 мес.,ноутбук,MSI GF63 Thin 11SC-623RU,[9S7-16R612-623],2022.0,без ОС,нет,классический,черный,пластик,пластик,английская/русская,нет,одноцветная (красная),стандартный тачпад,нет,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,144 Гц,,141 ppi,нет,Intel Core i5-11400H,6.0,6,нет,12,2.7 ГГц,4.5 ГГц,DDR4,8 ГБ,3200 МГц,дискретный и встроенный,Intel UHD Graphics,GeForce GTX 1650,256 ГБ,нет,нет,1 Мп (720p),есть,нет,нет,"WI-FI 6 (802.11ax), Bluetooth 5.2",LAN 1 Гбит/с,HDMI,3.5 мм jack (микрофон/аудио),USB 3.2 Gen1 x3,USB 3.2 Gen1,нет,нет,нет,Li-Pol,51 Вт*ч,,,"документация, адаптер питания",254 мм,359 мм,21.7 мм,1.86 кг,,2,64 ГБ,1,нет,HDMI 1.4b,,есть,M.2 PCIe,,,120 Вт,,NVIDIA,GDDR6,4 ГБ,,,,40 Вт
0.0,0,0.0,64999,64999,,ноутбук,ASUS VivoBook S14 S433EA-EB2130W,[90NB0RL4-M00B50],2021.0,Windows 11 Home Single Language,нет,классический,черный,алюминий,алюминий,английская/русская,нет,одноцветная (белая),стандартный тачпад,нет,нет,IPS,"14""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,157 ppi,нет,Intel Core i5-1135G7,4.0,4,нет,8,2.4 ГГц,4.2 ГГц,DDR4,16 ГБ,3200 МГц,встроенный,Intel Iris Xe Graphics,нет,512 ГБ,нет,нет,1 Мп (720p),есть,microSD,нет,"WI-FI 6 (802.11ax), Bluetooth 5.0",нет,"HDMI, USB Type-C",3.5 мм jack (микрофон/аудио),"USB 3.2 Gen1, USB 2.0 x2",USB4,нет,Thunderbolt 4,есть,Li-Ion,4335 мА*ч,7 ч,,"документация, адаптер питания",213 мм,324 мм,15.9 мм,1.4 кг,,интегрированная,16 ГБ,нет,,HDMI 1.4,,есть,M.2 PCIe,12 мес.,NTSC 45%,65 Вт,,,,,,Intel Optane 32GB,,
0.0,0,0.0,64999,64999,,ноутбук,ASUS VivoBook S14 S433EA-KI2324W,[90NB0RL4-M00LY0],2021.0,Windows 11 Home Single Language,нет,классический,черный,алюминий,алюминий,английская/русская,нет,одноцветная (белая),сенсорный NumPad,нет,нет,IPS,"14""",Full HD (1920x1080),матовое,нет,60 Гц,400 Кд/м²,157 ppi,нет,Intel Core i5-1135G7,4.0,4,нет,8,2.4 ГГц,4.2 ГГц,DDR4,16 ГБ,3200 МГц,встроенный,Intel Iris Xe Graphics,нет,512 ГБ,нет,нет,1 Мп (720p),есть,microSD,нет,"WI-FI 5 (802.11ac), Bluetooth 4.1",нет,"HDMI, USB Type-C",3.5 мм jack (микрофон/аудио),"USB 3.2 Gen1, USB 2.0 x2",нет,,Thunderbolt 4,есть,Li-Ion,4335 мА*ч,7 ч,,"документация, адаптер питания",213 мм,324 мм,15.9 мм,1.4 кг,,интегрированная,16 ГБ,нет,нет,HDMI 1.4,,,M.2 PCIe,12 мес.,sRGB 100%,65 Вт,,,,,,,,
0.0,0,100.0,64999,64999,,ноутбук,ASUS VivoBook 15 F571LH-BQ333T,[90NB0QJ1-M05590],2021.0,Windows 10 Home Single Language,нет,классический,черный,пластик,пластик,английская/русская,есть,одноцветная (белая),стандартный тачпад,нет,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,Intel Core i5-10300H,4.0,4,нет,8,2.5 ГГц,4.5 ГГц,DDR4,8 ГБ,,дискретный и встроенный,Intel UHD Graphics,GeForce GTX 1650,512 ГБ,нет,нет,1 Мп (720p),есть,"SD, MMC",нет,"WI-FI 5 (802.11ac), Bluetooth 4.1",LAN 1 Гбит/с,HDMI,3.5 мм jack (микрофон/аудио),"USB 3.2 Gen1, USB 2.0 x2",USB 3.2 Gen1,нет,нет,нет,Li-Ion,42 Вт*ч,,,"документация, адаптер питания",248 мм,359 мм,21.9 мм,2.14 кг,,интегрированная + 1 слот,16 ГБ,1,,HDMI 1.4,,есть,M.2 PCIe,12 мес.,NTSC 45%,150 Вт,,NVIDIA,GDDR6,4 ГБ,,,,
4.5,15,97.89,64999,64999,12 мес.,ноутбук,ASUS VivoBook 15 K513EA-L11998W,[90NB0SG1-M38540],2021.0,Windows 11 Home Single Language,нет,классический,черный,алюминий,пластик,английская/русская,есть,одноцветная (белая),стандартный тачпад,нет,нет,OLED,"15.6""",Full HD (1920x1080),глянцевое,нет,60 Гц,400 Кд/м²,141 ppi,нет,Intel Core i5-1135G7,4.0,4,нет,8,2.4 ГГц,4.2 ГГц,DDR4,8 ГБ,3200 МГц,встроенный,Intel Iris Xe Graphics,нет,512 ГБ,нет,нет,1 Мп (720p),есть,microSD,нет,"WI-FI 6 (802.11ax), Bluetooth 5.0",нет,HDMI,3.5 мм jack (микрофон/аудио),"USB 3.2 Gen1, USB 2.0 x2",USB 3.2 Gen1,нет,нет,нет,Li-Ion,42 Вт*ч,,сверхтонкая рамка экрана Nanoedge,"документация, адаптер питания",235 мм,359 мм,17.9 мм,1.8 кг,,интегрированная + 1 слот,24 ГБ,1,,HDMI 1.4,,есть,M.2 PCIe,,DCI-P3 100%,65 Вт,,,,,,сертификат Pantone Validated,,
4.5,66,98.95,64999,64999,12 мес.,ноутбук,ASUS VivoBook 15 K513EA-L12013W,[90NB0SG2-M38550],2021.0,Windows 11 Home Single Language,нет,классический,серебристый,алюминий,пластик,английская/русская,есть,одноцветная (белая),стандартный тачпад,нет,нет,OLED,"15.6""",Full HD (1920x1080),глянцевое,нет,60 Гц,400 Кд/м²,141 ppi,нет,Intel Core i5-1135G7,4.0,4,нет,8,2.4 ГГц,4.2 ГГц,DDR4,8 ГБ,3200 МГц,встроенный,Intel Iris Xe Graphics,нет,512 ГБ,нет,нет,1 Мп (720p),есть,microSD,нет,"WI-FI 6 (802.11ax), Bluetooth 5.0",нет,HDMI,3.5 мм jack (микрофон/аудио),"USB 3.2 Gen1, USB 2.0 x2",USB 3.2 Gen1,нет,нет,нет,Li-Ion,42 Вт*ч,,сверхтонкая рамка экрана Nanoedge,"документация, адаптер питания",235 мм,359 мм,17.9 мм,1.8 кг,,интегрированная + 1 слот,24 ГБ,1,,HDMI 1.4,,есть,M.2 PCIe,,DCI-P3 100%,65 Вт,,,,,,сертификат Pantone Validated,,
5.0,20,99.37,64999,64999,,ноутбук,ASUS VivoBook 15 K513EA-L12014W,[90NB0SG3-M38560],2021.0,Windows 11 Home Single Language,нет,классический,золотистый,алюминий,пластик,английская/русская,есть,одноцветная (белая),стандартный тачпад,нет,нет,OLED,"15.6""",Full HD (1920x1080),глянцевое,нет,60 Гц,400 Кд/м²,141 ppi,нет,Intel Core i5-1135G7,4.0,4,нет,8,2.4 ГГц,4.2 ГГц,DDR4,8 ГБ,3200 МГц,встроенный,Intel Iris Xe Graphics,нет,512 ГБ,нет,нет,1 Мп (720p),есть,microSD,нет,"WI-FI 6 (802.11ax), Bluetooth 5.0",нет,HDMI,3.5 мм jack (микрофон/аудио),"USB 3.2 Gen1, USB 2.0 x2",USB 3.2 Gen1,нет,нет,нет,Li-Ion,42 Вт*ч,,сверхтонкая рамка экрана Nanoedge,"документация, адаптер питания",235 мм,359 мм,17.9 мм,1.8 кг,,интегрированная + 1 слот,24 ГБ,1,,HDMI 1.4,,есть,M.2 PCIe,12 мес.,DCI-P3 100%,65 Вт,,,,,,сертификат Pantone Validated,,
0.0,0,0.0,64999,64999,,ноутбук,ASUS VivoBook A571GT-BQ938,[90NB0NL1-M15220],2019.0,без ОС,нет,классический,черный,пластик,пластик,английская/русская,есть,одноцветная (белая),стандартный тачпад,есть,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,Intel Core i5-9300H,4.0,4,нет,8,2.4 ГГц,4.1 ГГц,DDR4,16 ГБ,2666 МГц,дискретный и встроенный,Intel UHD Graphics 630,GeForce GTX 1650,512 ГБ,нет,нет,1 Мп (720p),есть,"SD, MMC",нет,"WI-FI 5 (802.11ac), Bluetooth 4.2",LAN 1 Гбит/с,HDMI,"3.5 мм jack (микрофон/аудио), 3.5 мм jack (аудио)","USB 3.2 Gen1, USB 2.0 x2",USB 3.2 Gen1,,нет,нет,Li-Ion,42 Вт*ч,5 ч,,"документация, адаптер питания",248 мм,359 мм,21.9 мм,2.14 кг,,интегрированная + 1 слот,16 ГБ,нет,,HDMI 1.4,,есть,M.2 PCIe,12 мес.,NTSC 45%,150 Вт,,NVIDIA,GDDR5,4 ГБ,,,,
4.5,10,96.93,64999,64999,12 мес.,ноутбук,Acer Aspire 3 A315-42-R4WX,[NX.HF9ER.029],2019.0,Linux,нет,классический,черный,пластик,пластик,английская/русская,есть,нет,стандартный тачпад,нет,нет,TN+film,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,,141 ppi,нет,AMD Ryzen 7 3700U,4.0,4,нет,8,2.3 ГГц,4 ГГц,DDR4,8 ГБ,2133 МГц,встроенный,AMD Radeon RX Vega 10,нет,256 ГБ,нет,нет,0.3 Мп (480p),есть,нет,нет,"WI-FI 5 (802.11ac), Bluetooth 4.2",LAN 1 Гбит/с,HDMI,3.5 мм jack (микрофон/аудио),"USB 3.2 Gen1, USB 2.0 x2",нет,нет,нет,нет,Li-Ion,4810 мА*ч,7 ч,,"документация, адаптер питания",248 мм,363.4 мм,20.35 мм,1.9 кг,Китай,2,16 ГБ,,,,,есть,M.2 PCIe,,NTSC 45%,,,,,,,,,
0.0,0,0.0,68499,64999,12 мес.,ноутбук,Acer Aspire 7 A715-42G-R25R,[NH.QBFER.003],2021.0,без ОС,нет,классический,черный,пластик,пластик,английская/русская,есть,одноцветная (белая),стандартный тачпад,есть,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,AMD Ryzen 7 5700U,8.0,8,нет,16,1.8 ГГц,4.3 ГГц,DDR4,8 ГБ,3200 МГц,дискретный и встроенный,AMD Radeon Graphics,GeForce GTX 1650,512 ГБ,нет,нет,1 Мп (720p),есть,нет,нет,"WI-FI 6 (802.11ax), Bluetooth 4.1",LAN 1 Гбит/с,HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1 x2",USB 3.2 Gen1,нет,нет,нет,Li-Ion,48 Вт*ч,8 ч,,"документация, адаптер питания",254.5 мм,363.4 мм,23.2 мм,2.15 кг,,2,32 ГБ,,,,,,M.2 PCIe,,NTSC 45%,135 Вт,,NVIDIA,GDDR6,4 ГБ,,,,
5.0,16,99.17,69999,64999,12 мес.,ноутбук,Acer Aspire 7 A715-42G-R6VJ,[NH.QBFER.001],2021.0,без ОС,да,классический,черный,пластик,пластик,английская/русская,есть,одноцветная (белая),стандартный тачпад,есть,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,,250 Кд/м²,141 ppi,нет,AMD Ryzen 5 5500U,6.0,6,нет,12,2.1 ГГц,4 ГГц,DDR4,8 ГБ,3200 МГц,дискретный и встроенный,AMD Radeon Graphics,GeForce GTX 1650,256 ГБ,нет,нет,1 Мп (720p),есть,нет,нет,"WI-FI 6 (802.11ax), Bluetooth 5.0",LAN 1 Гбит/с,HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1 x2",USB 3.2 Gen1,,нет,нет,Li-Ion,48 Вт*ч,10 ч,,"документация, адаптер питания",254.5 мм,363.4 мм,22.9 мм,2.15 кг,,2,32 ГБ,,,,,,M.2 PCIe,,NTSC 45%,135 Вт,,NVIDIA,GDDR6,4 ГБ,,,,
4.0,1,0.0,64999,64999,24 мес.,ноутбук,Infinix InBook X2 PLUS XL25,,2022.0,Windows 11 Home,нет,классический,голубой,алюминий,алюминий,английская/русская,нет,одноцветная (белая),стандартный тачпад,нет,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,300 Кд/м²,141 ppi,нет,Intel Core i7-1195G7,4.0,4,нет,8,2.9 ГГц,5 ГГц,LPDDR4x,16 ГБ,,встроенный,Intel Iris Xe Graphics,нет,512 ГБ,нет,нет,2 Мп (1080p),есть,microSD,нет,"WI-FI 5 (802.11ac), Bluetooth 5.1",нет,"HDMI, USB Type-C",3.5 мм jack (микрофон/аудио),USB 3.2 Gen1 x2,"USB 3.2 Gen1, USB 2.0",нет,нет,есть,Li-Pol,50 Вт*ч,,,"документация, адаптер питания",237 мм,360.3 мм,15.3 мм,1.6 кг,,интегрированная,16 ГБ,нет,нет,HDMI 1.4,Blue,есть,M.2 PCIe,,sRGB 100%,65 Вт,,,,,,,,
4.0,1,0.0,64999,64999,24 мес.,ноутбук,Infinix InBook X2 PLUS XL25,,2022.0,Windows 11 Home,нет,классический,серый,алюминий,алюминий,английская/русская,нет,одноцветная (белая),стандартный тачпад,нет,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,300 Кд/м²,141 ppi,нет,Intel Core i7-1195G7,4.0,4,нет,8,2.9 ГГц,5 ГГц,LPDDR4x,16 ГБ,,встроенный,Intel Iris Xe Graphics,нет,512 ГБ,нет,нет,2 Мп (1080p),есть,microSD,нет,"WI-FI 5 (802.11ac), Bluetooth 5.1",нет,"HDMI, USB Type-C",3.5 мм jack (микрофон/аудио),USB 3.2 Gen1 x2,"USB 3.2 Gen1, USB 2.0",нет,нет,есть,Li-Pol,50 Вт*ч,,,"документация, адаптер питания",237 мм,360.3 мм,15.3 мм,1.6 кг,,интегрированная,16 ГБ,нет,нет,HDMI 1.4,Grey,есть,M.2 PCIe,,sRGB 100%,65 Вт,,,,,,,,
