rating,votes,service_rating,price,price_discount,warranty,type,model_id,release_year,operating_system,game_notebook,cover_color,cover_material,body_material,touchpad,fingerprint,mech_keyboard,screen_type,screen_size,screen_res,screen_coat,screen_sensor,screen_frec,screen_bright,screen_ppi,screen_sync,cpu_model,cpu_core,cpu_core_productive,cpu_core_effective,cpu_thread,cpu_freq,cpu_accelerated,ram_type,ram_capacity,ram_freq,gpu_model_int,gpu_model_disc,ssd_volume,hdd_volume,emmc_volume,webcam,card_type,ethernet_port,video_port,audio_port,usb_type_a,usb_type_c,additional_interfaces,thunderbolt,usb_power_delivery,acc_type,acc_capacity,acc_time,depth,width,height,weight,ram_slots,ram_max_volume,ram_free_slot,second_display,video_port_type,tpm_support,ssd_type,seller_warranty,screen_color_depth,adapter_output_power,gpu_manufacturer,video_type,gddr_volume,freq_with_acc,screen_hdr,power_consumption_max,discount,percentage_discount,brand,model_name,transformer,ru_keyboard,keyboard_backlight_type,cpu_vendor,discrete_gpu,gpu_vendor_disc,card_slot_mmc_support,card_slot_type,wifi,bluetooth,cellular,ethernet_port_speed
4.5,16,99.51,44999,44999,12,ноутбук,NX.EG9ER.00C,2020,без ОС,False,черный,пластик,пластик,стандартный тачпад,False,False,TN,15.6,Full HD (1920x1080),матовое,False,60.0,220.0,141.0,нет,Ryzen 5 3500U,4.0,4,0,8,2.1,3.7,DDR4,8,,AMD Radeon Vega 8,,256,0,0,1.0,нет,True,HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1 x2",нет,нет,нет,False,Li-Ion,36.0,9.0,250.5,363.4,19.9,1.9,интегрированная + 1 слот,12,нет,,,есть,PCIe,,,45,,,,,,,0,0.0,Acer,Extensa 15EX215-22-R842,False,True,,AMD,False,,False,,WI-FI 5 (802.11ac), Bluetooth 4.2,,1.0
4.0,5,98.72,44999,44999,12,ноутбук,,2022,Windows 11 Home Single Language,False,серый,алюминий,алюминий,стандартный тачпад,False,False,IPS,15.6,Full HD (1920x1080),матовое,False,60.0,250.0,141.0,нет,Core i5-10210U,4.0,4,0,8,1.6,4.2,DDR4,8,2666.0,Intel UHD Graphics,,512,0,0,1.0,SD,True,micro HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1 x2",USB 3.2 Gen1,нет,нет,False,Li-Ion,69.993,6.0,241.5,359.4,17.9,1.78,,,,нет,HDMI 1.4,есть,PCIe,,NTSC 45%,,,,,,,,0,0.0,Chuwi,CoreBook XPro,False,True,single,Intel,False,,False,SD,WI-FI 5 (802.11ac), Bluetooth 4.2,,1.0
0.0,0,0.0,44999,44999,12,ноутбук,3V5P3ЕA,2022,без ОС,False,серебристый,пластик,пластик,стандартный тачпад,False,False,IPS,15.6,Full HD (1920x1080),матовое,False,60.0,250.0,141.0,нет,Core i3-1115G4,2.0,2,0,4,3.0,4.1,DDR4,8,2666.0,Intel HD Graphics,,256,0,0,1.0,SD,True,HDMI,3.5 мм jack (микрофон/аудио),USB 3.2 Gen1 x2,USB 3.2 Gen1,нет,нет,False,Li-Ion,41.0,,242.0,358.0,19.9,1.74,2,32,1,нет,HDMI 1.4b,есть,PCIe,,NTSC 45%,45,,,,,,,0,0.0,HP,250 G8,False,True,,Intel,False,,False,SD,WI-FI 5 (802.11ac), Bluetooth 5.0,,1.0
4.5,20,98.5,49999,44999,0,ноутбук,82H801QYRK,2021,без ОС,False,серебристый,пластик,пластик,стандартный тачпад,False,False,TN,15.6,Full HD (1920x1080),матовое,False,60.0,250.0,141.0,нет,Core i5-1135G7,4.0,4,0,8,2.4,4.2,DDR4,8,3200.0,Intel Iris Xe Graphics,MX350,0,1000,0,1.0,нет,False,HDMI,3.5 мм jack (микрофон/аудио),USB 3.2 Gen1 x2,USB 3.2 Gen1,нет,нет,False,Li-Pol,36.0,8.5,236.0,359.0,19.9,1.7,интегрированная + 1 слот,12,нет,,HDMI 1.4,есть,,12 мес.,,65,NVIDIA,GDDR5,2,,,,5000,10.0,Lenovo,IdeaPad 3 15ITL6,False,True,,Intel,True,GeForce,False,,WI-FI 5 (802.11ac), Bluetooth 5.0,,
4.5,78,99.77,52999,44999,12,ноутбук,9S7-15HK12-002,2022,Windows 11 Home Single Language,False,черный,пластик,пластик,стандартный тачпад,False,False,IPS,15.6,Full HD (1920x1080),матовое,False,60.0,,141.0,нет,Ryzen 5 5625U,6.0,6,0,12,2.3,4.3,DDR4,8,3200.0,AMD Radeon Graphics,,256,0,0,1.0,microSD,False,HDMI,3.5 мм jack (микрофон/аудио),"USB 3.2 Gen2, USB 2.0 x2",USB 3.2 Gen2,,нет,True,Li-Pol,39.0,,241.0,359.0,19.9,1.75,интегрированная,8,нет,,,есть,PCIe,,,,,,,,,,8000,15.1,MSI,Modern 15 B5M-002RU,False,True,single,AMD,False,,False,microSD,WI-FI 6E (802.11ax), Bluetooth 5.2,,
4.5,19,99.04,44999,44999,0,ноутбук,90NB0PI1-M10260,2020,без ОС,False,серебристый,пластик,пластик,стандартный тачпад,False,False,IPS,17.3,Full HD (1920x1080),матовое,False,60.0,250.0,127.0,нет,Ryzen 3 3250U,2.0,2,0,4,2.6,3.5,DDR4,8,2400.0,AMD Radeon Graphics,,256,0,0,1.0,microSD,False,HDMI,3.5 мм jack (микрофон/аудио),"USB 3.2 Gen1, USB 2.0 x2",USB 3.2 Gen1,нет,нет,False,Li-Ion,32.0,,256.0,406.0,21.4,2.3,интегрированная + 1 слот,16,нет,,HDMI 1.4,есть,PCIe,12 мес.,NTSC 45%,45,,,,,,,0,0.0,ASUS,VivoBook 17 D712DA-AU169,False,True,,AMD,False,,False,microSD,WI-FI 5 (802.11ac), Bluetooth 4.1,,
0.0,0,0.0,44999,44999,0,ноутбук,90NB0SZ1-M00BF0,2021,Windows 11 Home Single Language,False,серебристый,пластик,пластик,стандартный тачпад,False,False,IPS,17.3,1600x900,матовое,False,60.0,200.0,106.0,нет,Core i3-1005G1,2.0,2,0,4,1.2,3.4,DDR4,8,3200.0,Intel UHD Graphics,,256,0,0,1.0,microSD,False,HDMI,3.5 мм jack (микрофон/аудио),"USB 3.2 Gen1, USB 2.0 x2",USB 3.2 Gen1,нет,нет,False,Li-Ion,32.0,5.5,256.0,406.0,21.4,2.3,интегрированная + 1 слот,16,1,,HDMI 1.4,есть,PCIe,12 мес.,NTSC 60%,45,,,,,,,0,0.0,ASUS,VivoBook 17 F712JA-BX665W,False,True,,Intel,False,,False,microSD,WI-FI 5 (802.11ac), Bluetooth 4.1,,
3.5,5,100.0,53499,45499,12,ноутбук,9S7-15H112-210,2022,Windows 11 Home Single Language,False,черный,пластик,пластик,стандартный тачпад,False,False,IPS,15.6,Full HD (1920x1080),матовое,False,60.0,,141.0,нет,Core i5-1235U,10.0,2,8,12,0.0,4.4,DDR4,8,3200.0,Intel Iris Xe Graphics,,256,0,0,1.0,microSD,False,HDMI,3.5 мм jack (микрофон/аудио),"USB 3.2 Gen2, USB 2.0 x2",USB 3.2 Gen2,нет,нет,True,Li-Ion,39.3,5.7,241.0,359.0,19.9,1.7,интегрированная,8,нет,нет,HDMI 1.4,есть,PCIe,,,65,,,,,,,8000,15.0,MSI,Modern 15 B12M-210RU,False,True,single,Intel,False,,False,microSD,WI-FI 6 (802.11ax), Bluetooth 5.2,,
4.5,232,99.51,45999,45999,12,ультрабук,9S7-14D334-1051,2021,Windows 11 Home Single Language,False,серый,алюминий,алюминий,стандартный тачпад,False,False,IPS,14.0,Full HD (1920x1080),матовое,False,60.0,300.0,157.0,нет,Core i5-1155G7,4.0,4,0,8,2.5,4.5,DDR4,8,3200.0,Intel Iris Xe Graphics,,256,0,0,1.0,microSD,False,"HDMI, USB Type-C",3.5 мм jack (микрофон/аудио),USB 3.2 Gen1 x2,USB 3.2 Gen2,нет,нет,False,Li-Pol,39.0,,220.0,319.0,16.9,1.3,2,64,1,,HDMI 2.0,есть,PCIe,,,65,,,,,,,0,0.0,MSI,Modern 14 B11MOU-1051RU,False,True,single,Intel,False,,False,microSD,WI-FI 6 (802.11ax), Bluetooth 5.1,,
4.5,21,99.53,45999,45999,0,ноутбук,90NX0441-M21220,2021,без ОС,False,черный,алюминий,пластик,стандартный тачпад,True,False,IPS,15.6,Full HD (1920x1080),матовое,False,60.0,250.0,141.0,нет,Core i3-1115G4,2.0,2,0,4,3.0,4.1,DDR4,8,3200.0,Intel UHD Graphics,,256,0,0,1.0,microSD,True,"HDMI, VGA (D-Sub), USB Type-C",3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen2 x2",USB4,нет,Thunderbolt 4,True,Li-Ion,42.0,,236.5,358.0,19.4,1.73,интегрированная + 1 слот,40,1,,HDMI 1.4,есть,PCIe,12 мес.,NTSC 45%,65,,,,,,,0,0.0,ASUS,ExpertBook B1500CEAE-BQ1757,False,True,,Intel,False,,False,microSD,WI-FI 6 (802.11ax), Bluetooth 5.0,,1.0
4.5,345,99.7,49999,45999,12,ультрабук,53013JJX,2022,Windows 11 Home Single Language,False,серебристый,алюминий,алюминий,стандартный тачпад,False,False,IPS,15.6,Full HD (1920x1080),матовое,False,60.0,250.0,141.0,нет,Ryzen 5 5500U,6.0,6,0,12,2.1,4.0,DDR4,8,2666.0,AMD Radeon Graphics,,256,0,0,1.0,нет,False,HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1",USB 3.2 Gen1,,нет,True,Li-Pol,42.0,7.4,229.9,357.8,16.9,1.56,интегрированная,8,нет,,,есть,PCIe,,NTSC 45%,65,,,,,,,4000,8.0,HUAWEI,MateBook D 15 BoM-WDQ9,False,True,,AMD,False,,False,,WI-FI 5 (802.11ac), Bluetooth 5.0,,
4.5,45,99.86,54999,46699,12,ультрабук,9S7-14J112-229,2022,Windows 11 Home Single Language,False,черный,пластик,пластик,стандартный тачпад,False,False,IPS,14.0,Full HD (1920x1080),матовое,False,60.0,,157.0,нет,Core i5-1235U,10.0,2,8,12,0.0,4.4,DDR4,16,3200.0,Intel Iris Xe Graphics,,512,0,0,1.0,microSD,False,HDMI,3.5 мм jack (микрофон/аудио),"USB 3.2 Gen2, USB 2.0 x2",USB 3.2 Gen2,,нет,True,Li-Pol,,7.0,223.0,319.9,19.35,1.4,интегрированная,16,нет,нет,,есть,PCIe,,,65,,,,,,,8300,15.1,MSI,Modern 14 C12M-229RU,False,True,single,Intel,False,,False,microSD,WI-FI 6 (802.11ax), Bluetooth 5.2,,
0.0,0,100.0,51999,46799,0,ноутбук,90NB0S3F-M004E0,2021,без ОС,False,черный,алюминий,пластик,сенсорный NumPad,False,False,IPS,14.0,Full HD (1920x1080),матовое,False,60.0,250.0,157.0,нет,Core i5-1135G7,4.0,4,0,8,2.4,4.2,DDR4,8,3200.0,Intel UHD Graphics,MX330,256,0,0,1.0,microSD,False,HDMI,3.5 мм jack (микрофон/аудио),"USB 3.2 Gen1, USB 2.0 x2",USB 3.2 Gen1,нет,нет,False,Li-Ion,42.0,7.0,215.0,324.0,17.9,1.4,интегрированная,8,нет,нет,HDMI 1.4,есть,PCIe,12 мес.,NTSC 45%,65,NVIDIA,GDDR5,2,,,,5200,10.0,ASUS,VivoBook 14 K413EP-EB347,False,True,single,Intel,True,GeForce,False,microSD,WI-FI 6 (802.11ax), Bluetooth 5.0,,
5.0,2,0.0,51999,46799,0,ноутбук,90NB0S3F-M004F0,2021,без ОС,False,черный,алюминий,пластик,сенсорный NumPad,False,False,TN,14.0,Full HD (1920x1080),матовое,False,60.0,220.0,157.0,нет,Core i5-1135G7,4.0,4,0,8,2.4,4.2,DDR4,8,3200.0,Intel UHD Graphics,MX330,256,0,0,1.0,microSD,False,HDMI,3.5 мм jack (микрофон/аудио),"USB 3.2 Gen1, USB 2.0 x2",USB 3.2 Gen1,нет,нет,False,Li-Ion,42.0,7.0,215.0,324.0,17.9,1.4,интегрированная,8,нет,нет,HDMI 1.4,есть,PCIe,12 мес.,NTSC 45%,65,NVIDIA,GDDR5,2,,,,5200,10.0,ASUS,VivoBook 14 K413EP-EK368,False,True,single,Intel,True,GeForce,False,microSD,WI-FI 6 (802.11ax), Bluetooth 5.0,,
4.0,15,99.0,46799,46799,0,ноутбук,90NB0SR2-M00KY0,2021,без ОС,False,серебристый,пластик,пластик,стандартный тачпад,False,False,IPS,15.6,Full HD (1920x1080),матовое,False,60.0,250.0,141.0,нет,Core i5-1035G1,4.0,4,0,8,1.0,3.6,DDR4,8,3200.0,Intel UHD Graphics,,256,0,0,0.3,microSD,False,HDMI,3.5 мм jack (микрофон/аудио),"USB 3.2 Gen1, USB 2.0 x2",USB 3.2 Gen1,нет,нет,False,Li-Ion,37.0,7.0,234.9,360.2,19.9,1.8,интегрированная + 1 слот,24,1,,HDMI 1.4,есть,PCIe,12 мес.,NTSC 45%,45,,,,,,,0,0.0,ASUS,Laptop 15 F515JA-BQ2801,False,True,,Intel,False,,False,microSD,WI-FI 5 (802.11ac), Bluetooth 4.1,,
0.0,0,0.0,46799,46799,12,ноутбук,3515-5319,2021,Linux,False,черный,пластик,пластик,стандартный тачпад,False,False,TN,15.6,HD (1366x768),матовое,False,60.0,220.0,100.0,нет,Athlon Silver 3050U,2.0,2,0,2,2.3,3.2,DDR4,4,2400.0,AMD Radeon Graphics,,128,0,0,1.0,SD,True,HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1 x2",нет,,нет,False,Li-Ion,3644.0,6.6,235.56,358.5,17.5,1.7,2,16,1,,HDMI 1.4,,PCIe,,NTSC 45%,65,,,,,,,0,0.0,Dell,Vostro 3515,False,True,,AMD,False,,False,SD,WI-FI 5 (802.11ac), Bluetooth 4.2,,1.0
0.0,0,0.0,46799,46799,12,ноутбук,82H801R2RK,2021,без ОС,False,серый,пластик,пластик,стандартный тачпад,False,False,TN,15.6,Full HD (1920x1080),матовое,False,60.0,250.0,141.0,нет,Core i3-1115G4,2.0,2,0,4,3.0,4.1,DDR4,8,3200.0,Intel UHD Graphics,,256,0,0,1.0,"SD, MMC",False,HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1",USB 3.2 Gen1,,нет,False,Li-Ion,38.0,5.5,236.5,359.2,19.9,1.65,интегрированная + 1 слот,12,нет,,HDMI 1.4b,есть,PCIe,,NTSC 45%,65,,,,,,,0,0.0,Lenovo,IdeaPad 3 15ITL6,False,True,,Intel,False,,True,SD,WI-FI 5 (802.11ac), Bluetooth 5.0,,
4.5,130,99.77,54999,46999,12,ультрабук,53013ERM,2022,Windows 11 Home Single Language,False,серебристый,алюминий,алюминий,стандартный тачпад,True,False,IPS,14.0,Full HD (1920x1080),матовое,False,60.0,250.0,157.0,нет,Core i5-1135G7,4.0,4,0,8,2.4,4.2,DDR4,8,3200.0,Intel Iris Xe Graphics,,512,0,0,1.0,нет,False,HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1",USB 3.2 Gen1,,нет,True,Li-Pol,56.0,10.0,214.8,322.5,15.9,1.38,интегрированная,8,нет,,HDMI 1.4b,есть,PCIe,,NTSC 45%,65,,,,,,,8000,14.5,HUAWEI,MateBook D 14 NbD-WDH9,False,True,single,Intel,False,,False,,WI-FI 5 (802.11ac), Bluetooth 5.0,,
4.5,4,98.94,46999,46999,12,ноутбук,NX.EG9ER.01P,2020,Windows 10 Pro,False,черный,пластик,пластик,стандартный тачпад,False,False,TN,15.6,Full HD (1920x1080),матовое,False,60.0,220.0,141.0,нет,Ryzen 3 3250U,2.0,2,0,4,2.6,3.5,DDR4,8,2133.0,AMD Radeon Vega 8,,256,0,0,0.3,нет,True,HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1 x2",нет,,нет,False,Li-Ion,36.7,9.0,250.5,363.4,19.9,1.9,,,,,HDMI 1.4,,PCIe,,,45,,,,,,,0,0.0,Acer,Extensa 15 EX215-22-R00X,False,True,,AMD,False,,False,,WI-FI 5 (802.11ac), Bluetooth 4.2,,1.0
0.0,0,0.0,46999,46999,12,ноутбук,1828666,2022,Windows 11 Pro,False,серый,алюминий,пластик,стандартный тачпад,True,False,IPS,15.6,Full HD (1920x1080),матовое,False,60.0,,141.0,нет,Core i5-1135G7,4.0,4,0,8,2.4,4.2,DDR4,8,3200.0,Intel Iris Xe Graphics,,512,0,0,2.0,microSD,False,HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1 x2",USB 2.0,нет,нет,False,Li-Ion,4500.0,,238.0,358.0,18.2,1.82,,,,нет,HDMI 1.4,есть,SATA,,,,,,,,,,0,0.0,Digma,Pro Sprint M,False,True,single,Intel,False,,False,microSD,WI-FI 5 (802.11ac), Bluetooth 5.0,,
4.5,104,99.19,46999,46999,12,ноутбук,607R3EA,2021,Windows 11 Home Single Language,False,серебристый,пластик,пластик,стандартный тачпад,False,False,IPS,15.6,Full HD (1920x1080),матовое,False,60.0,250.0,141.0,нет,Core i3-1125G4,4.0,4,0,8,2.0,3.7,DDR4,8,2666.0,Intel UHD Graphics,,256,0,0,1.0,SD,False,HDMI,3.5 мм jack (микрофон/аудио),USB 3.2 Gen1 x2,USB 3.2 Gen1,нет,нет,False,Li-Ion,41.0,9.0,242.0,358.5,17.9,1.69,2,16,нет,,HDMI 1.4b,,PCIe,,NTSC 45%,45,,,,,,,0,0.0,HP,Laptop 15s-fq2124ur,False,True,,Intel,False,,False,SD,WI-FI 5 (802.11ac), Bluetooth 4.2,,
0.0,0,0.0,50999,46999,24,ноутбук,,2022,Windows 11 Home,False,красный,алюминий,алюминий,стандартный тачпад,False,False,IPS,15.6,Full HD (1920x1080),матовое,False,60.0,300.0,141.0,нет,Core i5-1155G7,4.0,4,0,8,2.5,4.5,LPDDR4x,8,,Intel Iris Xe Graphics,,512,0,0,2.0,microSD,False,"HDMI, USB Type-C",3.5 мм jack (микрофон/аудио),USB 3.2 Gen1 x2,"USB 3.2 Gen1, USB 2.0",нет,нет,True,Li-Pol,50.0,,237.0,360.3,15.3,1.6,интегрированная,8,нет,нет,HDMI 1.4,есть,PCIe,,sRGB 100%,65,,,,,,,4000,7.8,Infinix,InBook X2 PLUS XL25,False,True,single,Intel,False,,False,microSD,WI-FI 5 (802.11ac), Bluetooth 5.1,,
0.0,0,0.0,50999,46999,24,ноутбук,,2022,Windows 11 Home,False,серый,алюминий,алюминий,стандартный тачпад,False,False,IPS,15.6,Full HD (1920x1080),матовое,False,60.0,300.0,141.0,нет,Core i5-1155G7,4.0,4,0,8,2.5,4.5,LPDDR4x,8,,Intel Iris Xe Graphics,,512,0,0,2.0,microSD,False,"HDMI, USB Type-C",3.5 мм jack (микрофон/аудио),USB 3.2 Gen1 x2,"USB 3.2 Gen1, USB 2.0",нет,нет,True,Li-Pol,50.0,,237.0,360.3,15.3,1.6,интегрированная,8,нет,нет,HDMI 1.4,есть,PCIe,,sRGB 100%,65,,,,,,,4000,7.8,Infinix,InBook X2 PLUS XL25,False,True,single,Intel,False,,False,microSD,WI-FI 5 (802.11ac), Bluetooth 5.1,,
5.0,2,100.0,46999,46999,0,ноутбук,82KU01HQRK,2021,без ОС,False,серый,пластик,пластик,стандартный тачпад,False,False,TN,15.6,Full HD (1920x1080),матовое,False,60.0,250.0,141.0,нет,Ryzen 5 5500U,6.0,6,0,12,2.1,4.0,DDR4,8,3200.0,AMD Radeon Graphics,,0,1000,0,1.0,"SD, MMC",False,HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1",USB 3.2 Gen1,,нет,False,Li-Pol,38.0,7.5,236.5,359.2,19.9,1.65,интегрированная + 1 слот,12,нет,,HDMI 1.4b,есть,,12 мес.,NTSC 45%,65,,,,,,,0,0.0,Lenovo,IdeaPad 3 15ALC6,False,True,,AMD,False,,True,SD,WI-FI 5 (802.11ac), Bluetooth 5.0,,
0.0,0,0.0,46999,46999,12,ноутбук,82HL0054RE,2021,без ОС,False,серый,пластик,пластик,стандартный тачпад,False,False,TN,15.6,Full HD (1920x1080),матовое,False,60.0,220.0,141.0,нет,Core i3-1115G4,2.0,2,0,4,3.0,4.1,DDR4,8,2933.0,Intel UHD Graphics,,256,0,0,1.0,"SD, MMC",False,HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1",USB 3.2 Gen1,,нет,False,Li-Ion,38.0,5.5,254.6,363.0,22.9,2.2,интегрированная + 1 слот,8,нет,,HDMI 1.4b,есть,PCIe,,NTSC 45%,65,,,,,,,0,0.0,Lenovo,IdeaPad 3 15ITL6,False,True,,Intel,False,,True,SD,WI-FI 5 (802.11ac), Bluetooth 5.0,,
4.0,7,99.28,46999,46999,12,ноутбук,82C70007RU,2021,Windows 10 Pro,False,серый,пластик,пластик,стандартный тачпад,False,False,TN,15.6,Full HD (1920x1080),матовое,False,60.0,220.0,141.0,нет,Ryzen 3 3250U,2.0,2,0,4,2.6,3.5,DDR4,8,2400.0,AMD Radeon Graphics,,256,0,0,0.3,"SD, MMC",False,HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1 x2",нет,,нет,False,Li-Pol,35.0,6.0,251.5,362.2,19.9,1.85,интегрированная + 1 слот,12,нет,,HDMI 1.4b,есть,PCIe,,,65,,,,,,,0,0.0,Lenovo,V15 ADA,False,True,,AMD,False,,True,SD,WI-FI 5 (802.11ac),,,
0.0,0,0.0,46999,46999,12,ноутбук,MEGABOOKT1(i5 16GB+512GB dos)B,2022,Linux,False,голубой,алюминий,алюминий,стандартный тачпад,True,False,IPS,15.6,Full HD (1920x1080),,False,60.0,350.0,141.0,нет,Core i5-1035G1,4.0,4,0,8,1.0,3.6,DDR4,16,3200.0,Intel UHD Graphics,,512,0,0,2.0,microSD,False,HDMI,3.5 мм jack (микрофон/аудио),USB 3.2 Gen1 x3,USB 3.2 Gen1 x2,нет,нет,True,Li-Ion,70.0,17.0,,,14.8,1.48,интегрированная,16,нет,нет,HDMI 1.4,есть,PCIe,,sRGB 100%,65,,,,,,,0,0.0,Tecno,Megabook T1,False,True,single,Intel,False,,False,microSD,WI-FI 5 (802.11ac), Bluetooth 5.1,,
0.0,0,0.0,46999,46999,12,ноутбук,MEGABOOKT1(i5 16GB+512GB)S,2022,Linux,False,серебристый,алюминий,алюминий,стандартный тачпад,True,False,IPS,15.6,Full HD (1920x1080),,False,60.0,350.0,141.0,нет,Core i5-1035G1,4.0,4,0,8,1.0,3.6,DDR4,16,3200.0,Intel UHD Graphics,,512,0,0,2.0,microSD,False,HDMI,3.5 мм jack (микрофон/аудио),USB 3.2 Gen1 x3,USB 3.2 Gen1 x2,нет,нет,True,Li-Ion,70.0,17.0,,,14.8,1.48,интегрированная,16,нет,нет,HDMI 1.4,есть,PCIe,,sRGB 100%,65,,,,,,,0,0.0,Tecno,Megabook T1,False,True,single,Intel,False,,False,microSD,WI-FI 5 (802.11ac), Bluetooth 5.1,,
4.5,41,99.86,55999,47599,12,ноутбук,9S7-15H112-213,2022,без ОС,False,черный,пластик,пластик,стандартный тачпад,False,False,IPS,15.6,Full HD (1920x1080),матовое,False,60.0,,141.0,нет,Core i5-1235U,10.0,2,8,12,0.0,4.4,DDR4,16,3200.0,Intel Iris Xe Graphics,,512,0,0,1.0,microSD,False,HDMI,3.5 мм jack (микрофон/аудио),"USB 3.2 Gen2, USB 2.0 x2",USB 3.2 Gen2,нет,нет,True,Li-Ion,39.3,5.7,241.0,359.0,19.9,1.7,интегрированная,16,нет,нет,HDMI 1.4,есть,PCIe,,,65,,,,,,,8400,15.0,MSI,Modern 15 B12M-213XRU,False,True,single,Intel,False,,False,microSD,WI-FI 6 (802.11ax), Bluetooth 5.2,,
4.5,15,100.0,52999,47699,0,ноутбук,82TT001KRU,2022,без ОС,False,черный,пластик,пластик,стандартный тачпад,False,False,TN,15.6,Full HD (1920x1080),матовое,False,60.0,250.0,141.0,нет,Core i5-1235U,10.0,2,8,12,1.3,4.4,DDR4,8,3200.0,Intel UHD Graphics,,512,0,0,1.0,нет,True,"HDMI, USB Type-C",3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1",нет,,нет,True,Li-Ion,38.0,,236.0,359.0,19.9,1.7,интегрированная + 1 слот,16,1,,"HDMI 2.0, DP 1.2",есть,PCIe,12 мес.,NTSC 45%,65,,,,,,,5300,10.0,Lenovo,V15 G3 IAP,False,True,,Intel,False,,False,,WI-FI 5 (802.11ac), Bluetooth 5.0,,1.0
4.5,46,98.7,47999,47999,12,ноутбук,82LM005ERK,2021,без ОС,False,серый,алюминий,пластик,стандартный тачпад,False,False,IPS,14.0,Full HD (1920x1080),матовое,False,60.0,300.0,157.0,нет,Ryzen 5 5500U,6.0,6,0,12,2.1,4.0,DDR4,8,3200.0,AMD Radeon Graphics,,256,0,0,1.0,"SD, MMC",False,"HDMI, USB Type-C",3.5 мм jack (микрофон/аудио),USB 3.2 Gen1 x2,USB 3.2 Gen2,нет,нет,True,Li-Pol,56.5,8.3,211.6,321.57,19.9,1.39,интегрированная,8,нет,,HDMI 1.4b,есть,PCIe,,NTSC 45%,65,,,,,,,0,0.0,Lenovo,IdeaPad 5 14ALC05,False,True,single,AMD,False,,True,SD,WI-FI 5 (802.11ac), Bluetooth 5.0,,
0.0,0,0.0,47999,47999,0,ноутбук,90NB0SG4-M47840,2021,Windows 11 Home Single Language,False,черный,пластик,пластик,стандартный тачпад,False,False,IPS,15.6,Full HD (1920x1080),матовое,False,60.0,250.0,141.0,нет,Core i3-1115G4,2.0,2,0,4,3.0,4.1,DDR4,8,3200.0,Intel UHD Graphics,,512,0,0,1.0,microSD,False,HDMI,3.5 мм jack (аудио),"USB 3.2 Gen1, USB 2.0 x2",USB 3.2 Gen1,нет,нет,False,Li-Ion,42.0,,235.0,359.0,19.9,1.8,интегрированная + 1 слот,16,1,,HDMI 1.4,есть,PCIe,12 мес.,NTSC 45%,65,,,,,,,0,0.0,ASUS,VivoBook 15 F513EA-BQ2372W,False,True,single,Intel,False,,False,microSD,WI-FI 6 (802.11ax), Bluetooth 5.0,,
5.0,1,100.0,47999,47999,12,ноутбук,NX.HS5ER.013,2020,без ОС,False,черный,пластик,пластик,стандартный тачпад,False,False,TN,15.6,Full HD (1920x1080),матовое,False,60.0,220.0,141.0,нет,Core i5-1035G1,4.0,4,0,8,1.0,3.6,DDR4,12,2133.0,Intel UHD Graphics,,512,0,0,0.3,нет,True,HDMI,3.5 мм jack (микрофон/аудио),"USB 3.2 Gen1, USB 2.0 x2",нет,,нет,False,Li-Ion,4800.0,8.0,247.5,363.4,19.9,1.9,интегрированная + 1 слот,12,нет,,HDMI 1.4,,PCIe,,NTSC 45%,45,,,,,,,0,0.0,Acer,Aspire 3 A315-56-56XP,False,True,,Intel,False,,False,,WI-FI 5 (802.11ac), Bluetooth 4.2,,1.0
4.5,22,99.02,47999,47999,12,ноутбук,,2022,Windows 11 Home Single Language,False,серый,алюминий,алюминий,стандартный тачпад,False,False,IPS,15.6,Full HD (1920x1080),матовое,False,60.0,250.0,141.0,нет,Core i5-10210U,4.0,4,0,8,1.6,4.2,DDR4,16,2666.0,Intel UHD Graphics,,512,0,0,1.0,SD,True,micro HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1 x2",USB 3.2 Gen1,нет,нет,False,Li-Ion,69.993,6.0,241.5,359.4,17.9,1.78,,,,нет,HDMI 1.4,есть,PCIe,,NTSC 45%,,,,,,,,0,0.0,Chuwi,CoreBook XPro,False,True,single,Intel,False,,False,SD,WI-FI 5 (802.11ac), Bluetooth 4.2,,1.0
